Human Gene Symbol	Term	Group1	Group2	Null Value	Estimate	Lower Confidence Interval	Upper Confidence Interval	Adjusted P Value	Significance
KIF5A	Tissue	BRN_HYP	BRN_NAC	0	177.3597	68.5911	286.1283	0.0000	****
KIF5A	Tissue	BRN_HYP	BRN_PTRY	0	-104.4820	-209.2455	0.2815	0.0514	ns
KIF5A	Tissue	BRN_HYP	BRN_PUT	0	174.7592	59.6069	289.9116	0.0001	****
KIF5A	Tissue	BRN_HYP	BRN_SN	0	-82.3670	-212.3908	47.6568	0.6400	ns
KIF5A	Tissue	BRN_HYP	BRN_SPC	0	-46.9332	-161.2395	67.3732	0.9730	ns
KIF5A	Tissue	BRN_NAC	BRN_PTRY	0	-281.8417	-383.1467	-180.5367	0.0000	****
KIF5A	Tissue	BRN_NAC	BRN_PUT	0	-2.6005	-114.6156	109.4146	1.0000	ns
KIF5A	Tissue	BRN_NAC	BRN_SN	0	-259.7267	-386.9804	-132.4731	0.0000	****
KIF5A	Tissue	BRN_NAC	BRN_SPC	0	-224.2929	-335.4381	-113.1477	0.0000	****
KIF5A	Tissue	BRN_PTRY	BRN_PUT	0	279.2412	171.1109	387.3714	0.0000	****
KIF5A	Tissue	BRN_PTRY	BRN_SN	0	22.1149	-101.7329	145.9627	1.0000	ns
KIF5A	Tissue	BRN_PTRY	BRN_SPC	0	57.5488	-49.6801	164.7777	0.8400	ns
KIF5A	Tissue	BRN_PUT	BRN_SN	0	-257.1262	-389.8777	-124.3748	0.0000	****
KIF5A	Tissue	BRN_PUT	BRN_SPC	0	-221.6924	-339.0921	-104.2926	0.0000	****
KIF5A	Tissue	BRN_SN	BRN_SPC	0	35.4339	-96.5844	167.4522	0.9990	ns
LYPD1	Tissue	BRN_ACC	BRN_AMY	0	-0.0977	-5.6080	5.4126	1.0000	ns
LYPD1	Tissue	BRN_ACC	BRN_CAU	0	7.0234	1.9421	12.1046	0.0004	***
LYPD1	Tissue	BRN_ACC	BRN_CB_a	0	-10.0563	-15.2229	-4.8898	0.0000	****
LYPD1	Tissue	BRN_ACC	BRN_CTX_a	0	-4.9984	-10.1069	0.1100	0.0618	ns
LYPD1	Tissue	BRN_ACC	BRN_HIPP	0	-0.8498	-6.1499	4.4504	1.0000	ns
LYPD1	Tissue	BRN_ACC	BRN_HYP	0	6.6244	1.4578	11.7909	0.0017	**
LYPD1	Tissue	BRN_ACC	BRN_NAC	0	15.1406	10.1104	20.1708	0.0000	****
LYPD1	Tissue	BRN_ACC	BRN_PTRY	0	9.2730	4.4114	14.1345	0.0000	****
LYPD1	Tissue	BRN_ACC	BRN_PUT	0	1.3648	-3.9353	6.6650	1.0000	ns
LYPD1	Tissue	BRN_ACC	BRN_SN	0	3.1104	-2.8229	9.0437	0.8600	ns
LYPD1	Tissue	BRN_ACC	BRN_SPC	0	-4.9454	-10.2097	0.3189	0.0891	ns
LYPD1	Tissue	BRN_AMY	BRN_CAU	0	7.1210	1.8994	12.3426	0.0005	***
LYPD1	Tissue	BRN_AMY	BRN_CB_a	0	-9.9587	-15.2633	-4.6540	0.0000	****
LYPD1	Tissue	BRN_AMY	BRN_CTX_a	0	-4.9008	-10.1488	0.3473	0.0937	ns
LYPD1	Tissue	BRN_AMY	BRN_HIPP	0	-0.7521	-6.1869	4.6827	1.0000	ns
LYPD1	Tissue	BRN_AMY	BRN_HYP	0	6.7221	1.4174	12.0267	0.0021	**
LYPD1	Tissue	BRN_AMY	BRN_NAC	0	15.2383	10.0664	20.4102	0.0000	****
LYPD1	Tissue	BRN_AMY	BRN_PTRY	0	9.3706	4.3626	14.3787	0.0000	****
LYPD1	Tissue	BRN_AMY	BRN_PUT	0	1.4625	-3.9723	6.8973	0.9990	ns
LYPD1	Tissue	BRN_AMY	BRN_SN	0	3.2081	-2.8458	9.2620	0.8510	ns
LYPD1	Tissue	BRN_AMY	BRN_SPC	0	-4.8477	-10.2476	0.5522	0.1280	ns
LYPD1	Tissue	BRN_CAU	BRN_CB_a	0	-17.0797	-21.9372	-12.2222	0.0000	****
LYPD1	Tissue	BRN_CAU	BRN_CTX_a	0	-12.0218	-16.8174	-7.2262	0.0000	****
LYPD1	Tissue	BRN_CAU	BRN_HIPP	0	-7.8731	-12.8724	-2.8738	0.0000	****
LYPD1	Tissue	BRN_CAU	BRN_HYP	0	-0.3990	-5.2564	4.4585	1.0000	ns
LYPD1	Tissue	BRN_CAU	BRN_NAC	0	8.1173	3.4051	12.8294	0.0000	****
LYPD1	Tissue	BRN_CAU	BRN_PTRY	0	2.2496	-2.2821	6.7813	0.8990	ns
LYPD1	Tissue	BRN_CAU	BRN_PUT	0	-5.6586	-10.6579	-0.6592	0.0118	*
LYPD1	Tissue	BRN_CAU	BRN_SN	0	-3.9130	-9.5792	1.7532	0.5040	ns
LYPD1	Tissue	BRN_CAU	BRN_SPC	0	-11.9687	-16.9300	-7.0075	0.0000	****
LYPD1	Tissue	BRN_CB_a	BRN_CTX_a	0	5.0579	0.1720	9.9438	0.0349	*
LYPD1	Tissue	BRN_CB_a	BRN_HIPP	0	9.2066	4.1206	14.2925	0.0000	****
LYPD1	Tissue	BRN_CB_a	BRN_HYP	0	16.6807	11.7341	21.6273	0.0000	****
LYPD1	Tissue	BRN_CB_a	BRN_NAC	0	25.1970	20.3930	30.0010	0.0000	****
LYPD1	Tissue	BRN_CB_a	BRN_PTRY	0	19.3293	14.7022	23.9564	0.0000	****
LYPD1	Tissue	BRN_CB_a	BRN_PUT	0	11.4211	6.3352	16.5071	0.0000	****
LYPD1	Tissue	BRN_CB_a	BRN_SN	0	13.1667	7.4240	18.9095	0.0000	****
LYPD1	Tissue	BRN_CB_a	BRN_SPC	0	5.1110	0.0624	10.1595	0.0441	*
LYPD1	Tissue	BRN_CTX_a	BRN_HIPP	0	4.1487	-0.8783	9.1756	0.2260	ns
LYPD1	Tissue	BRN_CTX_a	BRN_HYP	0	11.6228	6.7369	16.5087	0.0000	****
LYPD1	Tissue	BRN_CTX_a	BRN_NAC	0	20.1391	15.3976	24.8806	0.0000	****
LYPD1	Tissue	BRN_CTX_a	BRN_PTRY	0	14.2714	9.7092	18.8336	0.0000	****
LYPD1	Tissue	BRN_CTX_a	BRN_PUT	0	6.3633	1.3363	11.3902	0.0022	**
LYPD1	Tissue	BRN_CTX_a	BRN_SN	0	8.1089	2.4183	13.7994	0.0002	***
LYPD1	Tissue	BRN_CTX_a	BRN_SPC	0	0.0531	-4.9361	5.0422	1.0000	ns
LYPD1	Tissue	BRN_HIPP	BRN_HYP	0	7.4741	2.3882	12.5601	0.0001	***
LYPD1	Tissue	BRN_HIPP	BRN_NAC	0	15.9904	11.0430	20.9378	0.0000	****
LYPD1	Tissue	BRN_HIPP	BRN_PTRY	0	10.1227	5.3469	14.8985	0.0000	****
LYPD1	Tissue	BRN_HIPP	BRN_PUT	0	2.2146	-3.0070	7.4362	0.9650	ns
LYPD1	Tissue	BRN_HIPP	BRN_SN	0	3.9602	-1.9031	9.8234	0.5400	ns
LYPD1	Tissue	BRN_HIPP	BRN_SPC	0	-4.0956	-9.2808	1.0896	0.2880	ns
LYPD1	Tissue	BRN_HYP	BRN_NAC	0	8.5162	3.7122	13.3203	0.0000	****
LYPD1	Tissue	BRN_HYP	BRN_PTRY	0	2.6486	-1.9785	7.2757	0.7740	ns
LYPD1	Tissue	BRN_HYP	BRN_PUT	0	-5.2596	-10.3455	-0.1736	0.0352	*
LYPD1	Tissue	BRN_HYP	BRN_SN	0	-3.5140	-9.2568	2.2288	0.6900	ns
LYPD1	Tissue	BRN_HYP	BRN_SPC	0	-11.5698	-16.6184	-6.5212	0.0000	****
LYPD1	Tissue	BRN_NAC	BRN_PTRY	0	-5.8677	-10.3420	-1.3933	0.0012	**
LYPD1	Tissue	BRN_NAC	BRN_PUT	0	-13.7758	-18.7232	-8.8284	0.0000	****
LYPD1	Tissue	BRN_NAC	BRN_SN	0	-12.0302	-17.6507	-6.4098	0.0000	****
LYPD1	Tissue	BRN_NAC	BRN_SPC	0	-20.0860	-24.9950	-15.1770	0.0000	****
LYPD1	Tissue	BRN_PTRY	BRN_PUT	0	-7.9081	-12.6839	-3.1323	0.0000	****
LYPD1	Tissue	BRN_PTRY	BRN_SN	0	-6.1625	-11.6326	-0.6925	0.0126	*
LYPD1	Tissue	BRN_PTRY	BRN_SPC	0	-14.2183	-18.9543	-9.4823	0.0000	****
LYPD1	Tissue	BRN_PUT	BRN_SN	0	1.7456	-4.1177	7.6089	0.9980	ns
LYPD1	Tissue	BRN_PUT	BRN_SPC	0	-6.3102	-11.4954	-1.1250	0.0041	**
LYPD1	Tissue	BRN_SN	BRN_SPC	0	-8.0558	-13.8867	-2.2249	0.0004	***
MBP	Tissue	BRN_ACC	BRN_AMY	0	561.4985	-313.4432	1436.4401	0.6210	ns
MBP	Tissue	BRN_ACC	BRN_CAU	0	-211.9390	-1018.7567	594.8787	0.9990	ns
MBP	Tissue	BRN_ACC	BRN_CB_a	0	-467.0628	-1287.4207	353.2952	0.7800	ns
MBP	Tissue	BRN_ACC	BRN_CTX_a	0	11.0277	-800.1077	822.1632	1.0000	ns
MBP	Tissue	BRN_ACC	BRN_HIPP	0	964.9667	123.3975	1806.5360	0.0099	**
MBP	Tissue	BRN_ACC	BRN_HYP	0	570.0847	-250.2733	1390.4426	0.4940	ns
MBP	Tissue	BRN_ACC	BRN_NAC	0	-275.1709	-1073.8797	523.5378	0.9930	ns
MBP	Tissue	BRN_ACC	BRN_PTRY	0	-708.9953	-1480.9241	62.9335	0.1070	ns
MBP	Tissue	BRN_ACC	BRN_PUT	0	390.7610	-450.8082	1232.3303	0.9350	ns
MBP	Tissue	BRN_ACC	BRN_SN	0	2494.6905	1552.5850	3436.7960	0.0000	****
MBP	Tissue	BRN_ACC	BRN_SPC	0	8698.3364	7862.4587	9534.2141	0.0000	****
MBP	Tissue	BRN_AMY	BRN_CAU	0	-773.4375	-1602.5383	55.6634	0.0945	ns
MBP	Tissue	BRN_AMY	BRN_CB_a	0	-1028.5612	-1870.8442	-186.2783	0.0039	**
MBP	Tissue	BRN_AMY	BRN_CTX_a	0	-550.4707	-1383.7739	282.8324	0.5760	ns
MBP	Tissue	BRN_AMY	BRN_HIPP	0	403.4683	-459.4873	1266.4238	0.9310	ns
MBP	Tissue	BRN_AMY	BRN_HYP	0	8.5862	-833.6968	850.8692	1.0000	ns
MBP	Tissue	BRN_AMY	BRN_NAC	0	-836.6694	-1657.8814	-15.4574	0.0413	*
MBP	Tissue	BRN_AMY	BRN_PTRY	0	-1270.4938	-2065.6840	-475.3035	0.0000	****
MBP	Tissue	BRN_AMY	BRN_PUT	0	-170.7375	-1033.6930	692.2181	1.0000	ns
MBP	Tissue	BRN_AMY	BRN_SN	0	1933.1921	971.9344	2894.4497	0.0000	****
MBP	Tissue	BRN_AMY	BRN_SPC	0	8136.8379	7279.4320	8994.2439	0.0000	****
MBP	Tissue	BRN_CAU	BRN_CB_a	0	-255.1238	-1026.4036	516.1560	0.9950	ns
MBP	Tissue	BRN_CAU	BRN_CTX_a	0	222.9667	-538.4964	984.4298	0.9980	ns
MBP	Tissue	BRN_CAU	BRN_HIPP	0	1176.9057	383.1021	1970.7094	0.0001	****
MBP	Tissue	BRN_CAU	BRN_HYP	0	782.0236	10.7438	1553.3035	0.0434	*
MBP	Tissue	BRN_CAU	BRN_NAC	0	-63.2320	-811.4439	684.9800	1.0000	ns
MBP	Tissue	BRN_CAU	BRN_PTRY	0	-497.0563	-1216.6113	222.4987	0.5040	ns
MBP	Tissue	BRN_CAU	BRN_PUT	0	602.7000	-191.1037	1396.5037	0.3490	ns
MBP	Tissue	BRN_CAU	BRN_SN	0	2706.6295	1806.9361	3606.3229	0.0000	****
MBP	Tissue	BRN_CAU	BRN_SPC	0	8910.2754	8122.5084	9698.0424	0.0000	****
MBP	Tissue	BRN_CB_a	BRN_CTX_a	0	478.0905	-297.7048	1253.8859	0.6800	ns
MBP	Tissue	BRN_CB_a	BRN_HIPP	0	1432.0295	624.4674	2239.5916	0.0000	****
MBP	Tissue	BRN_CB_a	BRN_HYP	0	1037.1474	251.7145	1822.5804	0.0010	**
MBP	Tissue	BRN_CB_a	BRN_NAC	0	191.8918	-570.9014	954.6850	1.0000	ns
MBP	Tissue	BRN_CB_a	BRN_PTRY	0	-241.9325	-976.6377	492.7727	0.9950	ns
MBP	Tissue	BRN_CB_a	BRN_PUT	0	857.8238	50.2617	1665.3859	0.0261	*
MBP	Tissue	BRN_CB_a	BRN_SN	0	2961.7533	2049.8978	3873.6088	0.0000	****
MBP	Tissue	BRN_CB_a	BRN_SPC	0	9165.3992	8363.7701	9967.0283	0.0000	****
MBP	Tissue	BRN_CTX_a	BRN_HIPP	0	953.9390	155.7472	1752.1308	0.0055	**
MBP	Tissue	BRN_CTX_a	BRN_HYP	0	559.0569	-216.7384	1334.8523	0.4340	ns
MBP	Tissue	BRN_CTX_a	BRN_NAC	0	-286.1987	-1039.0645	466.6672	0.9850	ns
MBP	Tissue	BRN_CTX_a	BRN_PTRY	0	-720.0230	-1444.4161	4.3700	0.0531	ns
MBP	Tissue	BRN_CTX_a	BRN_PUT	0	379.7333	-418.4585	1177.9251	0.9230	ns
MBP	Tissue	BRN_CTX_a	BRN_SN	0	2483.6628	1580.0954	3387.2302	0.0000	****
MBP	Tissue	BRN_CTX_a	BRN_SPC	0	8687.3087	7895.1201	9479.4973	0.0000	****
MBP	Tissue	BRN_HIPP	BRN_HYP	0	-394.8821	-1202.4442	412.6800	0.9080	ns
MBP	Tissue	BRN_HIPP	BRN_NAC	0	-1240.1377	-2025.6981	-454.5773	0.0000	****
MBP	Tissue	BRN_HIPP	BRN_PTRY	0	-1673.9620	-2432.2782	-915.6458	0.0000	****
MBP	Tissue	BRN_HIPP	BRN_PUT	0	-574.2057	-1403.3066	254.8952	0.4990	ns
MBP	Tissue	BRN_HIPP	BRN_SN	0	1529.7238	598.7393	2460.7083	0.0000	****
MBP	Tissue	BRN_HIPP	BRN_SPC	0	7733.3697	6910.0466	8556.6928	0.0000	****
MBP	Tissue	BRN_HYP	BRN_NAC	0	-845.2556	-1608.0488	-82.4624	0.0156	*
MBP	Tissue	BRN_HYP	BRN_PTRY	0	-1279.0800	-2013.7852	-544.3747	0.0000	****
MBP	Tissue	BRN_HYP	BRN_PUT	0	-179.3236	-986.8858	628.2385	1.0000	ns
MBP	Tissue	BRN_HYP	BRN_SN	0	1924.6059	1012.7504	2836.4614	0.0000	****
MBP	Tissue	BRN_HYP	BRN_SPC	0	8128.2518	7326.6226	8929.8809	0.0000	****
MBP	Tissue	BRN_NAC	BRN_PTRY	0	-433.8243	-1144.2751	276.6265	0.6930	ns
MBP	Tissue	BRN_NAC	BRN_PUT	0	665.9320	-119.6284	1451.4924	0.1910	ns
MBP	Tissue	BRN_NAC	BRN_SN	0	2769.8615	1877.4327	3662.2902	0.0000	****
MBP	Tissue	BRN_NAC	BRN_SPC	0	8973.5074	8194.0474	9752.9673	0.0000	****
MBP	Tissue	BRN_PTRY	BRN_PUT	0	1099.7563	341.4401	1858.0725	0.0001	***
MBP	Tissue	BRN_PTRY	BRN_SN	0	3203.6858	2335.1426	4072.2291	0.0000	****
MBP	Tissue	BRN_PTRY	BRN_SPC	0	9407.3317	8655.3369	10159.3265	0.0000	****
MBP	Tissue	BRN_PUT	BRN_SN	0	2103.9295	1172.9450	3034.9140	0.0000	****
MBP	Tissue	BRN_PUT	BRN_SPC	0	8307.5754	7484.2523	9130.8985	0.0000	****
MBP	Tissue	BRN_SN	BRN_SPC	0	6203.6459	5277.8031	7129.4887	0.0000	****
MOBP	Tissue	BRN_ACC	BRN_AMY	0	69.0608	-51.0420	189.1636	0.7690	ns
MOBP	Tissue	BRN_ACC	BRN_CAU	0	-40.7549	-151.5063	69.9966	0.9890	ns
MOBP	Tissue	BRN_ACC	BRN_CB_a	0	-65.2912	-177.9013	47.3189	0.7590	ns
MOBP	Tissue	BRN_ACC	BRN_CTX_a	0	-13.6188	-124.9629	97.7253	1.0000	ns
MOBP	Tissue	BRN_ACC	BRN_HIPP	0	141.5585	26.0367	257.0802	0.0037	**
MOBP	Tissue	BRN_ACC	BRN_HYP	0	81.1962	-31.4139	193.8063	0.4330	ns
MOBP	Tissue	BRN_ACC	BRN_NAC	0	-42.9384	-152.5768	66.6999	0.9810	ns
MOBP	Tissue	BRN_ACC	BRN_PTRY	0	-95.7663	-201.7285	10.1960	0.1220	ns
MOBP	Tissue	BRN_ACC	BRN_PUT	0	18.9466	-96.5752	134.4684	1.0000	ns
MOBP	Tissue	BRN_ACC	BRN_SN	0	321.3082	191.9859	450.6305	0.0000	****
MOBP	Tissue	BRN_ACC	BRN_SPC	0	1236.4031	1121.6626	1351.1436	0.0000	****
MOBP	Tissue	BRN_AMY	BRN_CAU	0	-109.8156	-223.6259	3.9946	0.0704	ns
MOBP	Tissue	BRN_AMY	BRN_CB_a	0	-134.3520	-249.9717	-18.7322	0.0082	**
MOBP	Tissue	BRN_AMY	BRN_CTX_a	0	-82.6796	-197.0667	31.7075	0.4290	ns
MOBP	Tissue	BRN_AMY	BRN_HIPP	0	72.4977	-45.9598	190.9551	0.6900	ns
MOBP	Tissue	BRN_AMY	BRN_HYP	0	12.1354	-103.4843	127.7551	1.0000	ns
MOBP	Tissue	BRN_AMY	BRN_NAC	0	-111.9992	-224.7266	0.7281	0.0533	ns
MOBP	Tissue	BRN_AMY	BRN_PTRY	0	-164.8271	-273.9824	-55.6717	0.0001	****
MOBP	Tissue	BRN_AMY	BRN_PUT	0	-50.1142	-168.5716	68.3433	0.9660	ns
MOBP	Tissue	BRN_AMY	BRN_SN	0	252.2474	120.2961	384.1987	0.0000	****
MOBP	Tissue	BRN_AMY	BRN_SPC	0	1167.3423	1049.6467	1285.0380	0.0000	****
MOBP	Tissue	BRN_CAU	BRN_CB_a	0	-24.5363	-130.4095	81.3368	1.0000	ns
MOBP	Tissue	BRN_CAU	BRN_CTX_a	0	27.1360	-77.3896	131.6617	0.9990	ns
MOBP	Tissue	BRN_CAU	BRN_HIPP	0	182.3133	73.3483	291.2783	0.0000	****
MOBP	Tissue	BRN_CAU	BRN_HYP	0	121.9510	16.0779	227.8242	0.0093	**
MOBP	Tissue	BRN_CAU	BRN_NAC	0	-2.1836	-104.8902	100.5231	1.0000	ns
MOBP	Tissue	BRN_CAU	BRN_PTRY	0	-55.0114	-153.7844	43.7615	0.8040	ns
MOBP	Tissue	BRN_CAU	BRN_PUT	0	59.7015	-49.2635	168.6665	0.8200	ns
MOBP	Tissue	BRN_CAU	BRN_SN	0	362.0630	238.5626	485.5635	0.0000	****
MOBP	Tissue	BRN_CAU	BRN_SPC	0	1277.1580	1169.0216	1385.2943	0.0000	****
MOBP	Tissue	BRN_CB_a	BRN_CTX_a	0	51.6724	-54.8206	158.1654	0.9130	ns
MOBP	Tissue	BRN_CB_a	BRN_HIPP	0	206.8496	95.9960	317.7033	0.0000	****
MOBP	Tissue	BRN_CB_a	BRN_HYP	0	146.4874	38.6714	254.3033	0.0006	***
MOBP	Tissue	BRN_CB_a	BRN_NAC	0	22.3527	-82.3555	127.0610	1.0000	ns
MOBP	Tissue	BRN_CB_a	BRN_PTRY	0	-30.4751	-131.3277	70.3775	0.9980	ns
MOBP	Tissue	BRN_CB_a	BRN_PUT	0	84.2378	-26.6158	195.0914	0.3470	ns
MOBP	Tissue	BRN_CB_a	BRN_SN	0	386.5994	261.4295	511.7693	0.0000	****
MOBP	Tissue	BRN_CB_a	BRN_SPC	0	1301.6943	1191.6551	1411.7335	0.0000	****
MOBP	Tissue	BRN_CTX_a	BRN_HIPP	0	155.1773	45.6099	264.7446	0.0002	***
MOBP	Tissue	BRN_CTX_a	BRN_HYP	0	94.8150	-11.6780	201.3080	0.1360	ns
MOBP	Tissue	BRN_CTX_a	BRN_NAC	0	-29.3196	-132.6651	74.0259	0.9990	ns
MOBP	Tissue	BRN_CTX_a	BRN_PTRY	0	-82.1475	-181.5845	17.2896	0.2240	ns
MOBP	Tissue	BRN_CTX_a	BRN_PUT	0	32.5654	-77.0019	142.1328	0.9980	ns
MOBP	Tissue	BRN_CTX_a	BRN_SN	0	334.9270	210.8948	458.9592	0.0000	****
MOBP	Tissue	BRN_CTX_a	BRN_SPC	0	1250.0219	1141.2786	1358.7652	0.0000	****
MOBP	Tissue	BRN_HIPP	BRN_HYP	0	-60.3623	-171.2159	50.4913	0.8260	ns
MOBP	Tissue	BRN_HIPP	BRN_NAC	0	-184.4969	-292.3303	-76.6634	0.0000	****
MOBP	Tissue	BRN_HIPP	BRN_PTRY	0	-237.3247	-341.4184	-133.2311	0.0000	****
MOBP	Tissue	BRN_HIPP	BRN_PUT	0	-122.6119	-236.4221	-8.8016	0.0221	*
MOBP	Tissue	BRN_HIPP	BRN_SN	0	179.7497	51.9540	307.5455	0.0003	***
MOBP	Tissue	BRN_HIPP	BRN_SPC	0	1094.8447	981.8275	1207.8618	0.0000	****
MOBP	Tissue	BRN_HYP	BRN_NAC	0	-124.1346	-228.8428	-19.4264	0.0062	**
MOBP	Tissue	BRN_HYP	BRN_PTRY	0	-176.9625	-277.8150	-76.1099	0.0000	****
MOBP	Tissue	BRN_HYP	BRN_PUT	0	-62.2496	-173.1032	48.6040	0.7950	ns
MOBP	Tissue	BRN_HYP	BRN_SN	0	240.1120	114.9421	365.2819	0.0000	****
MOBP	Tissue	BRN_HYP	BRN_SPC	0	1155.2069	1045.1678	1265.2461	0.0000	****
MOBP	Tissue	BRN_NAC	BRN_PTRY	0	-52.8278	-150.3510	44.6954	0.8310	ns
MOBP	Tissue	BRN_NAC	BRN_PUT	0	61.8850	-45.9484	169.7185	0.7710	ns
MOBP	Tissue	BRN_NAC	BRN_SN	0	364.2466	241.7434	486.7498	0.0000	****
MOBP	Tissue	BRN_NAC	BRN_SPC	0	1279.3416	1172.3455	1386.3376	0.0000	****
MOBP	Tissue	BRN_PTRY	BRN_PUT	0	114.7129	10.6192	218.8065	0.0167	*
MOBP	Tissue	BRN_PTRY	BRN_SN	0	417.0745	297.8500	536.2989	0.0000	****
MOBP	Tissue	BRN_PTRY	BRN_SPC	0	1332.1694	1228.9435	1435.3953	0.0000	****
MOBP	Tissue	BRN_PUT	BRN_SN	0	302.3616	174.5659	430.1573	0.0000	****
MOBP	Tissue	BRN_PUT	BRN_SPC	0	1217.4565	1104.4394	1330.4736	0.0000	****
MOBP	Tissue	BRN_SN	BRN_SPC	0	915.0949	788.0050	1042.1849	0.0000	****
PHLDA1	Tissue	BRN_ACC	BRN_AMY	0	1.3377	-2.9671	5.6425	0.9970	ns
PHLDA1	Tissue	BRN_ACC	BRN_CAU	0	-2.4951	-6.4647	1.4746	0.6520	ns
PHLDA1	Tissue	BRN_ACC	BRN_CB_a	0	-0.9478	-4.9840	3.0885	1.0000	ns
PHLDA1	Tissue	BRN_ACC	BRN_CTX_a	0	0.8503	-3.1406	4.8412	1.0000	ns
PHLDA1	Tissue	BRN_ACC	BRN_HIPP	0	-1.6551	-5.7957	2.4855	0.9780	ns
PHLDA1	Tissue	BRN_ACC	BRN_HYP	0	2.0535	-1.9828	6.0897	0.8830	ns
PHLDA1	Tissue	BRN_ACC	BRN_NAC	0	0.1061	-3.8237	4.0358	1.0000	ns
PHLDA1	Tissue	BRN_ACC	BRN_PTRY	0	4.3690	0.5710	8.1670	0.0095	**
PHLDA1	Tissue	BRN_ACC	BRN_PUT	0	-2.9780	-7.1186	1.1626	0.4370	ns
PHLDA1	Tissue	BRN_ACC	BRN_SN	0	0.7724	-3.8629	5.4077	1.0000	ns
PHLDA1	Tissue	BRN_ACC	BRN_SPC	0	-1.8227	-5.9353	2.2899	0.9530	ns
PHLDA1	Tissue	BRN_AMY	BRN_CAU	0	-3.8328	-7.9121	0.2465	0.0890	ns
PHLDA1	Tissue	BRN_AMY	BRN_CB_a	0	-2.2855	-6.4296	1.8587	0.8140	ns
PHLDA1	Tissue	BRN_AMY	BRN_CTX_a	0	-0.4874	-4.5873	3.6126	1.0000	ns
PHLDA1	Tissue	BRN_AMY	BRN_HIPP	0	-2.9928	-7.2387	1.2530	0.4700	ns
PHLDA1	Tissue	BRN_AMY	BRN_HYP	0	0.7158	-3.4284	4.8599	1.0000	ns
PHLDA1	Tissue	BRN_AMY	BRN_NAC	0	-1.2316	-5.2721	2.8088	0.9980	ns
PHLDA1	Tissue	BRN_AMY	BRN_PTRY	0	3.0313	-0.8812	6.9437	0.3170	ns
PHLDA1	Tissue	BRN_AMY	BRN_PUT	0	-4.3157	-8.5616	-0.0699	0.0423	*
PHLDA1	Tissue	BRN_AMY	BRN_SN	0	-0.5653	-5.2948	4.1642	1.0000	ns
PHLDA1	Tissue	BRN_AMY	BRN_SPC	0	-3.1604	-7.3790	1.0581	0.3700	ns
PHLDA1	Tissue	BRN_CAU	BRN_CB_a	0	1.5473	-2.2475	5.3421	0.9740	ns
PHLDA1	Tissue	BRN_CAU	BRN_CTX_a	0	3.3454	-0.4011	7.0919	0.1340	ns
PHLDA1	Tissue	BRN_CAU	BRN_HIPP	0	0.8400	-3.0657	4.7456	1.0000	ns
PHLDA1	Tissue	BRN_CAU	BRN_HYP	0	4.5486	0.7538	8.3434	0.0052	**
PHLDA1	Tissue	BRN_CAU	BRN_NAC	0	2.6012	-1.0801	6.2825	0.4660	ns
PHLDA1	Tissue	BRN_CAU	BRN_PTRY	0	6.8641	3.3238	10.4044	0.0000	****
PHLDA1	Tissue	BRN_CAU	BRN_PUT	0	-0.4829	-4.3885	3.4227	1.0000	ns
PHLDA1	Tissue	BRN_CAU	BRN_SN	0	3.2675	-1.1591	7.6941	0.3940	ns
PHLDA1	Tissue	BRN_CAU	BRN_SPC	0	0.6724	-3.2036	4.5483	1.0000	ns
PHLDA1	Tissue	BRN_CB_a	BRN_CTX_a	0	1.7981	-2.0189	5.6151	0.9280	ns
PHLDA1	Tissue	BRN_CB_a	BRN_HIPP	0	-0.7074	-4.6807	3.2659	1.0000	ns
PHLDA1	Tissue	BRN_CB_a	BRN_HYP	0	3.0012	-0.8632	6.8657	0.3130	ns
PHLDA1	Tissue	BRN_CB_a	BRN_NAC	0	1.0538	-2.6992	4.8069	0.9990	ns
PHLDA1	Tissue	BRN_CB_a	BRN_PTRY	0	5.3167	1.7019	8.9316	0.0001	***
PHLDA1	Tissue	BRN_CB_a	BRN_PUT	0	-2.0303	-6.0036	1.9431	0.8800	ns
PHLDA1	Tissue	BRN_CB_a	BRN_SN	0	1.7202	-2.7663	6.2066	0.9840	ns
PHLDA1	Tissue	BRN_CB_a	BRN_SPC	0	-0.8750	-4.8191	3.0691	1.0000	ns
PHLDA1	Tissue	BRN_CTX_a	BRN_HIPP	0	-2.5054	-6.4326	1.4218	0.6300	ns
PHLDA1	Tissue	BRN_CTX_a	BRN_HYP	0	1.2032	-2.6138	5.0202	0.9970	ns
PHLDA1	Tissue	BRN_CTX_a	BRN_NAC	0	-0.7442	-4.4484	2.9600	1.0000	ns
PHLDA1	Tissue	BRN_CTX_a	BRN_PTRY	0	3.5187	-0.0454	7.0828	0.0567	ns
PHLDA1	Tissue	BRN_CTX_a	BRN_PUT	0	-3.8283	-7.7555	0.0989	0.0640	ns
PHLDA1	Tissue	BRN_CTX_a	BRN_SN	0	-0.0779	-4.5236	4.3678	1.0000	ns
PHLDA1	Tissue	BRN_CTX_a	BRN_SPC	0	-2.6730	-6.5707	1.2246	0.5150	ns
PHLDA1	Tissue	BRN_HIPP	BRN_HYP	0	3.7086	-0.2647	7.6819	0.0941	ns
PHLDA1	Tissue	BRN_HIPP	BRN_NAC	0	1.7612	-2.1038	5.6263	0.9420	ns
PHLDA1	Tissue	BRN_HIPP	BRN_PTRY	0	6.0241	2.2931	9.7551	0.0000	****
