Original Gene ID	Gene.Name	Chr	Start	End	Strand	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSRNOG00000015294	Paxx	3	8274762	8276521	-	1760	1.1286	2.1547	3.108613349	0.01114851	0.390142919	-2.611826489
ENSRNOG00000002154	Mepe	14	5420635	5432183	-	11549	-0.9792	2.9131	-3.060267827	0.012103579	0.400850159	-2.617882143
ENSRNOG00000022432	Tmem59l	16	18941567	18945381	+	3815	0.7236	3.9726	3.059954447	0.012110035	0.400850159	-2.620019829
ENSRNOG00000037402		9	93209843	93213317	-	3475	1.4355	1.3093	3.223678927	0.009173229	0.369088491	-2.622790911
ENSRNOG00000033942	Grin2a	10	5631369	6044637	+	413269	-0.6952	8.6146	-3.069613292	0.011912658	0.399186432	-2.631252187
ENSRNOG00000038406	Tmem132b	12	30832605	31093896	-	261292	-0.6006	7.3479	-3.096502691	0.011380288	0.39544113	-2.633769046
ENSRNOG00000013657	Stmn3	3	168416810	168425056	-	8247	0.5874	5.1332	3.094904613	0.011411238	0.39544113	-2.639242148
ENSRNOG00000004756	Syt2	13	46185282	46193859	+	8578	1.2353	1.7751	3.114787441	0.01103221	0.38798424	-2.655024015
ENSRNOG00000004305	Abl2	13	68673722	68839742	+	166021	-0.5702	6.9175	-3.082738619	0.011649692	0.399186432	-2.668301176
ENSRNOG00000024061	Rarb	15	8406492	9051288	+	644797	-0.7772	10.2095	-3.018950548	0.012985759	0.411607799	-2.669550395
ENSRNOG00000007575	Plppr1	5	63437816	63763835	+	326020	-0.6807	8.8213	-3.036220667	0.012609314	0.405323819	-2.675266366
ENSRNOG00000064647	Echs1	1	194895036	194903884	-	8849	0.9612	2.8562	3.003489345	0.013332474	0.411799537	-2.693654376
ENSRNOG00000031855	Actr3b	4	9262233	9355441	-	93209	-0.6445	6.1370	-3.071857246	0.011867275	0.399186432	-2.6970068
ENSRNOG00000021155	Ctsk	2	183058569	183069550	+	10982	-1.1813	2.0909	-3.05113417	0.012293188	0.402322004	-2.697234179
ENSRNOG00000069185	Tmem9b	1	163764433	163783278	-	18846	0.7431	3.8771	3.00366017	0.013328592	0.411799537	-2.698325121
ENSRNOG00000003585	Sytl5	X	12788698	13030175	-	241478	-0.5968	6.9309	-3.058909568	0.012131586	0.400850159	-2.705167106
ENSRNOG00000004048	Lrrk2	7	122826696	122987703	+	161008	-0.7185	7.5989	-3.043249779	0.012459296	0.402322004	-2.707485544
ENSRNOG00000013194	Rps6ka2	1	52631736	52906739	+	275004	-0.5831	7.2195	-3.043762405	0.012448427	0.402322004	-2.720265426
ENSRNOG00000008620	Smad3	8	64110039	64236960	-	126922	-0.6908	6.5325	-3.052424344	0.012266222	0.402322004	-2.723925355
ENSRNOG00000004049	Baiap2	10	105223090	105290134	+	67045	-0.7891	7.4475	-3.027044898	0.012807918	0.409853379	-2.737587136
ENSRNOG00000028274	Myrf	1	206854175	206886157	-	31983	0.6383	4.4937	2.995846584	0.013507325	0.415085466	-2.748275837
ENSRNOG00000049880	Tmem200c	9	108805787	108812226	+	6440	1.2658	1.9491	3.00861241	0.013216559	0.411799537	-2.757981991
ENSRNOG00000009079	Prkar2b	6	48563662	48653933	-	90272	-0.6130	7.3404	-3.016658868	0.013036565	0.411607799	-2.75843265
ENSRNOG00000018378	Cacnb2	17	77564460	77909106	+	344647	-0.7042	9.6584	-2.955969156	0.014458176	0.425590977	-2.771909626
ENSRNOG00000026787	Disp2	3	105762305	105777800	+	15496	0.7047	6.4937	3.02342953	0.012887043	0.41053611	-2.772436037
ENSRNOG00000010164	Mrps2	3	11801310	11806313	+	5004	0.7374	3.7884	2.949735923	0.01461283	0.425590977	-2.773506896
ENSRNOG00000013011	Dnajb4	2	241130340	241159089	-	28750	-0.5672	5.2435	-3.006310379	0.013268517	0.411799537	-2.77810365
ENSRNOG00000020225	Dlgap4	3	145175479	145270490	+	95012	-0.6221	6.9294	-3.012161177	0.013136865	0.411799537	-2.778344556
ENSRNOG00000002053	Fras1	14	12793599	13200726	-	407128	-0.7175	7.9511	-2.985171081	0.013755469	0.419394217	-2.784527209
ENSRNOG00000007647	Oprk1	5	13860021	13877823	-	17803	-0.6475	4.3468	-2.951447362	0.014570201	0.425590977	-2.801844545
ENSRNOG00000024186	Eef1b2	9	64579893	64582737	+	2845	0.6424	4.3533	2.953723625	0.014513698	0.425590977	-2.802423938
ENSRNOG00000069803		1	150562353	150729493	+	167141	-0.7151	8.0468	-2.96358277	0.014271524	0.425590977	-2.814229162
ENSRNOG00000006859	Insig1	4	7315495	7323952	-	8458	0.8442	3.0891	2.902782551	0.015833026	0.432606979	-2.826243487
ENSRNOG00000013140	Pdzd2	2	61386381	61770524	-	384144	-0.6551	8.3224	-2.946957328	0.014682311	0.425590977	-2.828955362
ENSRNOG00000018870	Hapln2	2	173491160	173496588	-	5429	1.0681	2.1396	2.929116417	0.015136486	0.428396996	-2.833768458
ENSRNOG00000003392	Grsf1	14	19412156	19429362	+	17207	0.5903	4.8122	2.955967046	0.014458228	0.425590977	-2.836382998
ENSRNOG00000000522	Cpne5	20	7206742	7288883	-	82142	-0.7776	6.0415	-2.981380321	0.013844693	0.420310684	-2.836734489
ENSRNOG00000002106	Usp46	14	34150004	34219227	+	69224	-0.5386	6.6674	-2.967741266	0.014170611	0.425590977	-2.855441487
ENSRNOG00000018198	Dapk1	17	3930213	4090991	-	160779	-0.5826	7.4181	-2.950632632	0.014590479	0.425590977	-2.858947798
ENSRNOG00000012648	Ppp1r14d	3	106205046	106219649	-	14604	-0.8361	3.1351	-2.873846863	0.016635873	0.44164554	-2.866205773
ENSRNOG00000008157	Syn2	4	148186270	148344192	+	157923	-0.6097	8.4169	-2.917086693	0.015450741	0.428396996	-2.871173355
ENSRNOG00000020310	Grik5	1	80605892	80667125	-	61234	-0.5853	6.3651	-2.960329502	0.014350979	0.425590977	-2.87164076
ENSRNOG00000013282	Mctp1	2	6065808	6761833	+	696026	-0.7220	9.7515	-2.882110551	0.016402477	0.441375751	-2.878572132
ENSRNOG00000036894	Cisd3	10	82679196	82682550	+	3355	1.4930	0.9338	3.045936982	0.012402427	0.402322004	-2.887357288
ENSRNOG00000003827	Wipi1	10	94542946	94579846	-	36901	0.5847	4.9067	2.924962234	0.015244268	0.428396996	-2.891372148
ENSRNOG00000024039	Serinc5	2	23846900	23950346	+	103447	0.6143	5.8121	2.949039237	0.01463022	0.425590977	-2.892195265
ENSRNOG00000040201	Atp6ap1l	2	22037563	22065038	-	27476	-0.6733	4.8911	-2.916030338	0.01547865	0.428396996	-2.894151996
ENSRNOG00000053086	Selenop	2	52498339	52508852	+	10514	0.5511	7.2153	2.933892872	0.015013514	0.428337357	-2.894508519
ENSRNOG00000005447	Ypel2	10	71746311	71803911	-	57601	-0.5630	6.0505	-2.944758729	0.014737525	0.425590977	-2.89740374
ENSRNOG00000005438	Pcsk2	3	130880422	131183127	+	302706	-0.7033	8.5064	-2.889878991	0.016186089	0.438877773	-2.908797694
ENSRNOG00000023162	Ca14	2	183441667	183449693	-	8027	1.0435	2.2207	2.863509914	0.016932557	0.444365309	-2.909173511
ENSRNOG00000049768	Adcy9	10	11139446	11262066	+	122621	-0.5810	7.1450	-2.920573321	0.015358985	0.428396996	-2.915399749
ENSRNOG00000004033	Sema6a	18	40050624	40171954	-	121331	0.5563	6.3075	2.934678181	0.014993393	0.428337357	-2.916237029
ENSRNOG00000019433	Rab3a	16	18684188	18688336	-	4149	0.6140	5.8701	2.934434821	0.014999625	0.428337357	-2.917791596
ENSRNOG00000026985	Phldb1	8	45003538	45051522	-	47985	0.5614	5.0181	2.910760675	0.01561864	0.428396996	-2.921668764
ENSRNOG00000009068	Phlda3	13	47193086	47196335	+	3250	1.8118	0.3095	3.179408406	0.009886902	0.372822472	-2.922444209
ENSRNOG00000018039	Sncb	17	9846802	9855012	+	8211	0.7301	3.6308	2.842155034	0.017562506	0.448113682	-2.923610611
ENSRNOG00000011151	Tenm4	1	150780381	151259144	+	478764	-0.6959	9.2760	-2.860577233	0.017017698	0.444365309	-2.924806118
ENSRNOG00000006717	Ankrd26	4	151672037	151739968	-	67932	-0.5568	5.2439	-2.913376735	0.015548984	0.428396996	-2.925433313
ENSRNOG00000018018	Kcnip2	1	244641150	244664874	-	23725	-0.5884	5.6709	-2.921513972	0.015334325	0.428396996	-2.9284948
ENSRNOG00000023492	Greb1l	18	1392725	1628067	+	235343	-0.5622	6.9203	-2.914433844	0.015520927	0.428396996	-2.932425817
ENSRNOG00000052376	Bend6	9	36081484	36135228	-	53745	0.5686	5.5087	2.911508553	0.015598695	0.428396996	-2.945827674
ENSRNOG00000012573	Dlgap2	16	74791509	75496407	-	704899	-0.6686	9.5562	-2.835760012	0.017755718	0.448113682	-2.952809673
ENSRNOG00000013781	Kcnq5	9	23833087	24394704	-	561618	-0.7689	10.8268	-2.815122454	0.018393982	0.448422485	-2.954053686
ENSRNOG00000069594		4	59663609	59724004	-	60396	-0.5767	7.9657	-2.873325449	0.016650711	0.44164554	-2.957353747
ENSRNOG00000001070	Cdk2ap1	12	32249747	32258479	+	8733	0.7714	3.3340	2.806663645	0.018662226	0.448422485	-2.963542328
ENSRNOG00000033496	Igdcc4	8	65621897	65657648	+	35752	0.5787	4.8182	2.874052536	0.016630023	0.44164554	-2.963961045
ENSRNOG00000006527	Slc6a1	4	147466965	147482293	+	15329	0.6202	6.7335	2.896873408	0.015993732	0.435323654	-2.96633501
ENSRNOG00000063339		6	118462021	118464640	-	2620	0.6824	4.1784	2.835976325	0.017749147	0.448113682	-2.966700726
ENSRNOG00000031287	Cacna2d3	16	4098445	4912351	-	813907	-0.7483	10.6550	-2.805326038	0.018705003	0.448422485	-2.97071896
ENSRNOG00000006949	C1qbp	10	55699954	55704649	-	4696	0.6802	4.0147	2.824561396	0.018099239	0.448422485	-2.97177536
ENSRNOG00000021201	Txnip	2	184092991	184096886	+	3896	0.8766	2.7784	2.795524035	0.019021504	0.448422485	-2.97478465
ENSRNOG00000039902	Lbh	6	22568834	22593079	-	24246	0.9726	3.2217	2.795688617	0.019016146	0.448422485	-2.97644567
ENSRNOG00000011831	Nudt18	15	45650664	45653963	+	3300	1.3022	1.3051	2.886864252	0.016269719	0.439467999	-2.983343168
ENSRNOG00000024482	Tnrc18	12	11755392	11851384	+	95993	-0.5565	5.4674	-2.872957968	0.016661177	0.44164554	-2.994753266
ENSRNOG00000045636	Fasn	10	106072091	106090261	-	18171	0.5931	4.8495	2.853543385	0.01722367	0.444713726	-2.996317377
ENSRNOG00000026309	Lrrc23	4	157581291	157591860	-	10570	-0.6749	3.9141	-2.788514548	0.019251137	0.448422485	-3.015504674
ENSRNOG00000004616	Npm1	10	17739941	17751645	-	11705	0.5305	6.3418	2.868879953	0.016777768	0.443082769	-3.019274986
ENSRNOG00000001304	Bcr	20	13471668	13597016	-	125349	-0.6302	6.7681	-2.861441637	0.016992558	0.444365309	-3.01971992
ENSRNOG00000024924	Cep19	11	68677871	68687022	-	9152	0.6734	3.9714	2.78276005	0.019441741	0.448422485	-3.030932977
ENSRNOG00000013916	Nefm	15	42360454	42365755	-	5302	0.6979	5.1588	2.837534256	0.017701899	0.448113682	-3.031314117
ENSRNOG00000004581	Zdhhc9	X	127352345	127388245	-	35901	0.5615	4.8594	2.830033653	0.017930546	0.448113682	-3.033619287
ENSRNOG00000004888	Spred2	14	94148837	94249162	+	100326	-0.5235	5.8794	-2.856421417	0.01713909	0.444365309	-3.0364098
ENSRNOG00000010379	Celf1	3	76924613	76999426	+	74814	-0.5141	6.0750	-2.856512912	0.017136408	0.444365309	-3.037726732
ENSRNOG00000024832	Gpr158	17	83834569	84244428	+	409860	-0.6333	9.1347	-2.787590781	0.019281608	0.448422485	-3.039429751
ENSRNOG00000003065	Glyr1	10	10532154	10567637	+	35484	0.5177	6.5266	2.85171136	0.017277729	0.444713726	-3.04270617
ENSRNOG00000049062	Trappc2b	10	35938039	35942975	-	4937	1.1802	1.5311	2.800636843	0.018855748	0.448422485	-3.047761593
ENSRNOG00000069945	Tmem229a	4	53443831	53444940	-	1110	1.1360	1.8419	2.774263698	0.019726637	0.452058154	-3.048490587
ENSRNOG00000016998	Atxn1	17	18737533	19142360	+	404828	-0.5902	8.4339	-2.799568349	0.018890267	0.448422485	-3.050323379
ENSRNOG00000048397	Sephs2	1	181892599	181895497	-	2899	0.8717	2.7012	2.739608747	0.020932797	0.459890941	-3.05050609
ENSRNOG00000019659	Aspa	10	57892104	57945272	-	53169	0.5458	4.8983	2.815998413	0.018366426	0.448422485	-3.060516795
ENSRNOG00000047931		X	27128610	27146667	+	18058	0.5259	5.3374	2.831667427	0.01788049	0.448113682	-3.064174389
ENSRNOG00000037638	Timm50	1	83556757	83582793	-	26037	0.8229	3.4959	2.731945405	0.021209362	0.459893138	-3.075690081
ENSRNOG00000019339	Ttll11	3	19110284	19335969	-	225686	-0.5340	6.8280	-2.823381269	0.018135828	0.448422485	-3.078553351
ENSRNOG00000008937	Csrp1	13	47167789	47179384	+	11596	0.5506	4.9087	2.801126965	0.018839934	0.448422485	-3.079904656
ENSRNOG00000016474	Tspan3	8	56546069	56569880	-	23812	0.5579	5.9748	2.830739258	0.01790891	0.448113682	-3.082706138
ENSRNOG00000018273	Ncl	9	86998019	87008136	-	10118	0.5314	6.3208	2.828504222	0.017977534	0.448113682	-3.083562039
ENSRNOG00000010146	Ndn	1	115849105	115850767	+	1663	0.7494	4.4615	2.772311384	0.019792692	0.452113452	-3.086664076
ENSRNOG00000018119	Dhx32	1	188524512	188577500	-	52989	-0.5301	5.5418	-2.81918825	0.018266434	0.448422485	-3.087088443
ENSRNOG00000008868	Dusp19	3	65538420	65553534	+	15115	0.6418	4.2900	2.761354701	0.02016755	0.457458205	-3.089145065
ENSRNOG00000068238		4	59724069	59807655	-	83587	-0.5510	7.8166	-2.79172584	0.01914559	0.448422485	-3.090372801
ENSRNOG00000046257	Ctdspl	8	118642672	118767117	+	124446	-0.5325	6.9121	-2.812738858	0.018469174	0.448422485	-3.0925463
ENSRNOG00000056697	Kcnab1	2	149137041	149603534	+	466494	-0.6699	9.7424	-2.737034233	0.021025303	0.459890941	-3.093041562
ENSRNOG00000033791	Apc2	7	9392336	9414310	-	21975	0.6177	4.1823	2.750284758	0.020553529	0.459260842	-3.09644176
ENSRNOG00000021249	Ap5s1	3	118429637	118432926	+	3290	-1.8524	0.3658	-2.99374903	0.013555719	0.415085466	-3.099176705
ENSRNOG00000069697	Gsto2	1	246732089	246753866	+	21778	-0.7381	4.0039	-2.728868814	0.021321423	0.459893138	-3.108919178
ENSRNOG00000032437	Pard3	19	55080282	55629778	+	549497	-0.6060	8.9399	-2.746550492	0.020685399	0.459890941	-3.109088498
ENSRNOG00000046858	MGC109340	X	98950528	98952045	+	1518	0.7116	3.8858	2.72487514	0.021467773	0.459893138	-3.109091286
ENSRNOG00000052486	Kcna6	4	159542615	159576189	-	33575	0.6009	5.0697	2.791565285	0.019150853	0.448422485	-3.110990655
ENSRNOG00000002347	Rgl1	13	64635246	64904191	-	268946	-0.5495	7.5773	-2.784207096	0.019393633	0.448422485	-3.112367339
ENSRNOG00000021156	Vegfb	1	204172225	204177944	-	5720	0.8003	3.2889	2.698707087	0.022451947	0.471779274	-3.114480493
ENSRNOG00000068444	Kcnj10	13	84802009	84835461	+	33453	0.5459	6.1544	2.799869971	0.018880516	0.448422485	-3.131007833
ENSRNOG00000024019	Ccdc6	20	18433695	18528658	-	94964	-0.5171	5.5558	-2.791399678	0.019156284	0.448422485	-3.131782542
ENSRNOG00000009071	Gripap1	X	14678898	14708679	-	29782	-0.5464	5.2361	-2.77981018	0.019540182	0.449234486	-3.133573583
ENSRNOG00000017941	Optn	17	73209575	73260251	+	50677	0.7352	4.8321	2.759842077	0.020219859	0.457458205	-3.140702095
ENSRNOG00000016484	Gstk1	4	71118896	71123292	+	4397	1.1457	1.8751	2.693002709	0.022672416	0.471779274	-3.142879337
ENSRNOG00000008644	Nkx2-1	6	73996601	73999791	-	3191	1.4368	1.1116	2.764946272	0.020043893	0.456384028	-3.146163012
ENSRNOG00000017879	Gab1	19	27131262	27239236	+	107975	0.5484	6.2848	2.788484003	0.019252144	0.448422485	-3.147150623
ENSRNOG00000019892	Lrrfip1	9	91643197	91720250	+	77054	-0.5053	5.8732	-2.783808699	0.019406866	0.448422485	-3.150849023
ENSRNOG00000002827	Rbfox1	10	8152198	9686659	-	1534462	-0.8671	12.5642	-2.664187995	0.023819618	0.479372738	-3.151261766
ENSRNOG00000008203	Synpr	15	11574231	11900243	-	326013	-0.5537	7.8300	-2.750154083	0.020558129	0.459260842	-3.153877688
ENSRNOG00000042753	Fgf13	X	137276511	137800391	-	523881	-0.6350	8.2434	-2.735314839	0.021087313	0.459890941	-3.157286071
ENSRNOG00000018969	Gpatch4	2	173509897	173518684	+	8788	0.6445	3.9353	2.691975482	0.022712347	0.471779274	-3.161841857
ENSRNOG00000049456	Slc35f3	19	54103120	54372839	+	269720	-0.5676	8.3691	-2.727209613	0.021382103	0.459893138	-3.164061719
ENSRNOG00000043465	Arc	7	106555785	106559378	-	3594	-0.9150	3.1279	-2.648684076	0.024460694	0.482723042	-3.177239645
ENSRNOG00000012329	Saraf	16	58017231	58035545	-	18315	0.5620	4.6090	2.722507735	0.021555003	0.459893138	-3.179085355
ENSRNOG00000036684	Pcyt2	10	105888775	105896172	-	7398	1.0505	1.8358	2.662370172	0.023893907	0.479498062	-3.182192004
ENSRNOG00000008728	Unc79	6	122080308	122327591	+	247284	-0.6032	8.9881	-2.695918845	0.02255944	0.471779274	-3.183410207
ENSRNOG00000006853	Elavl2	5	105960875	106109097	-	148223	0.6458	6.2573	2.756320707	0.020342161	0.45876416	-3.191105995
ENSRNOG00000008806	Clip4	6	23616281	23677874	-	61594	-0.5278	5.0072	-2.729216962	0.021308712	0.459893138	-3.195860867
ENSRNOG00000004258	Chst7	X	2393874	2432840	-	38967	0.6036	4.5487	2.703195366	0.022279989	0.471779274	-3.203183466
ENSRNOG00000013035	Rab33b	2	135528116	135538719	+	10604	0.6579	4.1493	2.67469127	0.023394879	0.473496349	-3.205739142
ENSRNOG00000015278	Myl12a	9	110873959	110916580	-	42622	0.4933	5.6464	2.743317639	0.020800248	0.459890941	-3.215346552
ENSRNOG00000007666	Cacnb4	3	36910427	37168944	-	258518	-0.5854	8.8362	-2.678890064	0.02322721	0.472174977	-3.215902655
ENSRNOG00000017766	Ca12	8	67274359	67330440	+	56082	-0.4967	6.3062	-2.739596313	0.020933243	0.459890941	-3.216980095
ENSRNOG00000015835	Cacna2d2	8	108072454	108203173	+	130720	0.5173	6.0001	2.737961681	0.020991932	0.459890941	-3.221451532
ENSRNOG00000001657	Cldnd1	11	41883134	41889354	-	6221	0.7246	3.3760	2.623777625	0.025526797	0.488793439	-3.224409589
ENSRNOG00000018992	Dpysl3	18	35377181	35480157	-	102977	-0.4968	6.2040	-2.734846642	0.02110423	0.459890941	-3.229947236
ENSRNOG00000047014	Homer1	2	24543093	24644785	+	101693	-0.5840	8.2963	-2.685660137	0.022959392	0.472174977	-3.23083602
ENSRNOG00000063596		1	170790706	170795735	+	5030	-0.8324	2.7980	-2.604844557	0.026368084	0.494245043	-3.231106278
ENSRNOG00000013223	Fah	1	138548834	138571505	-	22672	0.6020	4.1714	2.653890074	0.024243531	0.482723042	-3.239161699
ENSRNOG00000013825	Rap1gap	5	149892019	149939253	+	47235	-0.5493	5.5955	-2.722440357	0.021557491	0.459893138	-3.24075728
ENSRNOG00000002336	Gabra4	14	36590782	36665844	+	75063	-0.6077	8.0824	-2.681920236	0.023106955	0.472174977	-3.246749349
ENSRNOG00000000999	Smurf1	12	9635025	9726519	+	91495	-0.5124	5.8200	-2.719396704	0.021670173	0.460912906	-3.251925034
ENSRNOG00000068537	Hs3st1	14	71185682	71223248	+	37567	0.5348	5.0738	2.695429079	0.022578375	0.471779274	-3.260874045
ENSRNOG00000018094	Sv2c	2	27232933	27428477	-	195545	-0.7428	7.7439	-2.678036436	0.0232612	0.472174977	-3.268754408
ENSRNOG00000007034	Hipk2	4	67440501	67619223	-	178723	0.5711	7.2644	2.693234609	0.022663411	0.471779274	-3.269237501
ENSRNOG00000013937	Ankrd34c	8	90269315	90281775	-	12461	1.0066	2.2328	2.570862757	0.027947837	0.506317463	-3.277558393
ENSRNOG00000068560		11	42122492	42125698	-	3207	0.6603	3.6750	2.597131463	0.026718676	0.496167187	-3.281074377
ENSRNOG00000027646	Pop4	1	90960022	90968443	-	8422	0.7877	2.8842	2.561196305	0.028414151	0.506317463	-3.292607982
ENSRNOG00000065402		2	235885302	235887993	-	2692	0.4823	6.2669	2.69437337	0.022619244	0.471779274	-3.29566902
ENSRNOG00000010235	Pkig	3	152366041	152398082	+	32042	-0.5117	5.5793	-2.686444202	0.022928575	0.472174977	-3.297532881
ENSRNOG00000014007	Gfod1	17	21399479	21499938	+	100460	-0.5126	5.9625	-2.688982745	0.022829084	0.472174977	-3.300870514
ENSRNOG00000010440	Gnal	18	60622311	60762599	+	140289	-0.5860	8.6167	-2.625148326	0.025466939	0.488793439	-3.307583608
ENSRNOG00000015717	Ptpre	1	190344401	190489534	+	145134	-0.4872	6.6104	-2.680466928	0.023164553	0.472174977	-3.309151579
ENSRNOG00000068775		11	43236490	43239557	-	3068	-1.9794	-0.0373	-2.838886512	0.017660991	0.448113682	-3.315957526
ENSRNOG00000022619	Fth1	1	206627103	206725424	+	98322	0.5276	7.6973	2.650381545	0.024389674	0.482723042	-3.316498929
ENSRNOG00000061050	Mboat2	6	41471161	41593485	+	122325	-0.4966	6.3812	-2.67798813	0.023263125	0.472174977	-3.317569601
ENSRNOG00000010997	Ednrb	15	80643043	80672115	-	29073	0.6234	4.7763	2.641214542	0.024775674	0.484191416	-3.319198492
ENSRNOG00000001701	Cbr3	11	33008615	33016875	+	8261	-1.0654	1.7346	-2.555390956	0.028697906	0.506317463	-3.319779248
ENSRNOG00000022576	Nudt12	9	98742360	98755039	-	12680	0.7297	3.4705	2.554826583	0.028725641	0.506317463	-3.327926356
ENSRNOG00000010830	Slc25a4	16	46072939	46076733	+	3795	0.4848	6.7911	2.664174162	0.023820182	0.479372738	-3.330948575
ENSRNOG00000049951	NEWGENE_1310680	1	202388240	202392182	-	3943	0.6890	3.4290	2.549903558	0.028968704	0.506317463	-3.332356635
ENSRNOG00000046021	Pcsk1n	X	14580038	14583566	-	3529	0.7112	4.4186	2.60771303	0.026238872	0.493742424	-3.333899125
ENSRNOG00000064090	Tmsb10	4	105009212	105011028	-	1817	0.6837	3.4574	2.54872566	0.029027162	0.506317463	-3.336346007
ENSRNOG00000029571	Coq10a	7	792089	800161	-	8073	0.7469	3.0375	2.53074241	0.029934309	0.506317463	-3.339381374
ENSRNOG00000063676	Lhfpl4	4	146313541	146340463	-	26923	-0.6869	4.5457	-2.606981425	0.026271768	0.493742424	-3.339973438
ENSRNOG00000053804	Prmt8	4	160535813	160617930	-	82118	-0.4912	5.3161	-2.649172858	0.024440223	0.482723042	-3.343569215
ENSRNOG00000002075	Cnot6l	14	13411281	13498203	+	86923	-0.4926	7.1212	-2.64670524	0.024543748	0.482723042	-3.345509526
ENSRNOG00000013865	Zmym6	5	139396727	139444279	+	47553	-0.5235	5.3778	-2.646975368	0.024532394	0.482723042	-3.350338306
ENSRNOG00000015658	Sorbs1	1	239108777	239330169	-	221393	-0.5645	8.7187	-2.590191329	0.027038095	0.497613015	-3.355726219
ENSRNOG00000011826	Lzts1	16	20542809	20598203	+	55395	-0.6527	6.5281	-2.649968201	0.024406949	0.482723042	-3.357075597
ENSRNOG00000003050	Tbc1d9b	10	34459953	34497145	+	37193	0.5345	4.9196	2.621850759	0.02561118	0.489090927	-3.364226234
ENSRNOG00000056955	Bicdl1	12	40876884	40966130	+	89247	-0.4770	5.8100	-2.645411052	0.024598218	0.482723042	-3.367699188
ENSRNOG00000015903	Add2	4	118497416	118538505	+	41090	-0.5119	5.4005	-2.634850102	0.025047244	0.48616289	-3.370522354
ENSRNOG00000047656	Gaa	10	104529747	104546836	+	17090	0.4904	5.4005	2.638093733	0.024908469	0.484793879	-3.37110824
ENSRNOG00000065330	Mrgpre	1	198963787	198969521	-	5735	1.1050	2.8099	2.50085528	0.031504425	0.520628947	-3.371576155
